,tweet,label,marker
2788,dyke nation,offensive,1
3242,lewi faggot,normal,0
1680,sort mongi come half hour train journey w headphon cba,normal,0
3471,hey glen first fuck mongoloid p riddi play p diddynnnd reallu,offensive,1
902,teacher quot someon histor literari context context use word ucspicud iud prefeu,normal,0
3074,year ago today child bear parent fear worst second thought mongoloidu,offensive,1
5362,gameboy advanc open screen mongoloid,normal,0
4198,what mongoloid,normal,0
4314,pwi black guy laugh white friend right call nigger,normal,0
937,dad get call spic train ium readi fight colon say,normal,0
4020,okay white,normal,0
1810,dont disrespect flag nigger,offensive_hateful,1
5629,seem care illeg immigr dreamer crimin child indigen black,normal,0
2177,world goe crazi shithol countri via,normal,0
5184,yt men creat africa theori marcus garvey agent fund school yt call jew,normal,0
4865,non retard club puigbuehl icon ws moment easi winsnnoh well,normal,0
2448,david lay unnatur look cunt world,normal,0
2158,criss cross arm danc littl white boy love new way call someon faggot,normal,0
1391,four illeg alien accus kidnap rape two teenag sister,normal,0
2347,watch twat,offensive,1
5600,do punch bitch face callin esco spic n dont even play race card,normal,0
4202,hanni lol wan na nigger plastic make barbi look real,normal,0
5143,pruitt retard aight,fearful_abusive_hateful_disrespectful_normal,1
367,governor brown veto senat ricardo lara bill sb would allow illeg alien serv,normal,0
3020,wont time bloodi drive swansea tho faggot,fearful_offensive,1
3199,total support increas number refuge bring nz wrap around support requir,normal,0
1694,buncha call shithol countri sure send shitti fuckin peopl last week itu,offensive,1
3496,call retard cat thing alien thing ill fuck cat front gold fish faggot,offensive,1
581,youur cunt,normal,0
4056,tire see retard egirl tl thank,offensive,1
2637,everyon report youur cunt role play child youur fuck prison,normal,0
3993,diver general eurafrica particular economist great strength,normal,0
231,hereus ur question faggot uddudc anoth faggot u isnt fuck question faggot,normal,0
5474,nonc jake u twat,normal,0
5038,rondo mcgee retard,offensive,1
4587,trump cultur whous shithol countri,normal,0
1316,imagin someon say ching chong sudden feel tranquil,normal,0
2530,feel ive got eye nose that midway typic arab look chinesemongol iu,normal,0
4202,hanni lol wan na nigger plastic make barbi look real,normal,0
1559,cesar sayoc retard free speech normi tier though insan reason suspect hed mad bomber via facu,offensive_disrespectful,1
2667,good minnesota vote want countri look like shithol somaliandont forgetu,offensive,1
1775,block he absolut mongoloid,hateful_normal,1
615,issu refuge must resolv year ago way wise polici countri libya syria yemen,normal,0
2953,amaz clean call today dancer uddudcudcudffb spic spoc readi weekend show udeuddudcudffc,normal,0
5467,youd low iq believ everyth govern say plain retard believ enemi,offensive,1
650,im good faggot,fearful_hateful,1
3506,therapist tell lol ur gay kill urself faggot uddud im gon na listen haterz uufef haterz,normal,0
4753,retard strength,normal,0
1188,could pleas send link,normal,0
3358,funni today oct daili comic funni lame junk dank retard thread helpu,offensive,1
4303,drop hard might next negro spiritu last new year eve,normal,0
2557,anoth shoot nit doesnut even surpris anymor shithol countri valu gun thanu,normal,0
1558,homi gloria pull place finna spic amp span fold drawer uddudeduddudeduddudduddudd hate clean,normal,0
2479,yup thatll trade winni extra refuge,offensive,1
3752,mf love puls game like ainut retard alreadi,normal,0
4262,oooft ya cunt uddudeuddud cant beliv still photo haha x,offensive,1
4404,tweeti bird doesnt live nest mongoloid watch show,offensive,1
184,find anoth liber retard uddudc,offensive,1
476,season politician busi mongol atiku abubakar answer problem let get nigeria work,offensive,1
3637,get call nigger rd time week alreadi start lol yall wild,offensive,1
2176,dont enough gook ching chong bad,normal,0
5184,yt men creat africa theori marcus garvey agent fund school yt call jew,normal,0
2163,didnut go today lazi clean place huhuhu feel nice see spic span esp carpetu,normal,0
5474,nonc jake u twat,normal,0
2070,alway pray world peac tri resolv issu surround migrant refuge,normal,0
4007,amp mongol go talk brick wall none give shit time greec grow backbon amp onceu,normal,0
956,oh wow definit know tri fuck bitch out happi tea time cunt,normal,0
631,canut say n word unless youur black canut use faggot unless youur gay minor group allow tu,offensive,1
3996,whatus wors get call ucbitchud uccuntudnlik bitchnretweet cunt ntri prove point ladi,offensive_disrespectful,1
5502,one say spic im sick,offensive,1
839,third world shithol compar western countri,offensive,1
5133,oh shut twat,disrespectful_normal,1
4472,follow faggot someth,offensive,1
3273,may word motiv alli act,normal,0
1005,celebr last night prix inspir ontario gala,normal,0
448,spineless twat critic countri keep woman rape streu,fearful_offensive_hateful_disrespectful_normal,1
5369,ad video playlist golden visa wealthi immigr abus quebec immigr,offensive,1
3077,lefti twat would,offensive_hateful,1
4750,someon tell peopl get make lie peopl fuckin mongi ask,offensive,1
3863,would even happi india lose match stat mafia would shut mouth nnbut sad chinaman,offensive,1
2489,lol didnt rememb oh wait ching chong ting ling self wasnt dont get happi si,offensive,1
5398,th retard asylum day th god jet day mix hope sinc long cross finish line u,normal,0
412,gronk tide pod commerci retard uddudc,offensive,1
3952,imagin yoongi work tongu technolog hand tight grip hip fuck cunt witu,disrespectful_normal,1
4906,boyfriend uncl gf plaster reassur shes crazi stupid dumb retard idiu,normal,0
3910,bjp govt bring nrc identifi lakh illeg immigr amit shah,normal,0
3803,bts fan mongoloid,offensive_normal,1
3756,charm man smith hit place im think morrissey twat,normal,0
963,donut get offend much ium hispan call spic call mexican even tho ium cubanu,normal,0
5258,usa morph heartless shithol countri trump administrationn n,normal,0
1000,could go one countri rightnyeah alabama riker middl finau,normal,0
2651,imagin get call retard presid twitter,normal,0
1452,follow dirti jew,offensive,1
962,retard,offensive,1
1451,turn away refuge kind ignor sick kind use campaign fund pay,normal,0
2142,okay white tho,offensive_disrespectful,1
485,im racist mom good negro friend exampl thx,offensive,1
5004,plateado con azulnegro etc,normal,0
1697,meta world peac,normal,0
3516,yes ium awar ium see lot controversi donut understand,normal,0
2736,unpopular opinion uhhhhhh fuck mongol empir,normal,0
5097,lmaoooooo ni que pelo negro yall wildin en serio,normal,0
1558,homi gloria pull place finna spic amp span fold drawer uddudeduddudeduddudduddudd hate clean,normal,0
3436,think hashtag end tweet extrem leave feminazi propaganda need,normal,0
2221,faggot,offensive,1
4601,heus sort cunt mate,offensive,1
1231,come serv young aplha open danaillazarus,normal,0
4523,racist far leave commi sean penn son assault black photograph call ngger faggotn,fearful_offensive,1
4633,drug prohibit make chicago shithol make usa shithol countri forc law tou,normal,0
822,msmntrump nazi jew killer nthey go full retard,normal,0
2128,suspici bomb would make sens fals flag ou,normal,0
3967,attn white conservativesnndo younnhat georg soro amp meddl leftist billionair financiersnnconsideru,normal,0
232,twat uddudef,offensive,1
4213,also believ slave immigr he fool disgrac injustic do gop white peop,offensive,1
2964,fuck faggot yote tweet,normal,0
4101,that true support driver licens illeg alien governor pl,normal,0
4928,well yeah youur faggot,hateful,1
867,think need person page ig much ratchet retard shit canut post uddud,normal,0
5202,think sport entertain cultur stupid cunt,offensive,1
2488,stay dont relat feminazi use idiot enjoy live free countri gr,fearful_abusive_offensive_hateful_normal,1
367,governor brown veto senat ricardo lara bill sb would allow illeg alien serv,normal,0
3967,attn white conservativesnndo younnhat georg soro amp meddl leftist billionair financiersnnconsideru,normal,0
3897,fact guy bio read shithol countri show small theu,hateful_disrespectful,1
1081,ching chong ling long,normal,0
339,fuck nigger tri kill bet dont caus your p u hahaha white nigger com,offensive,1
4158,cash assist hot fucken dyke today mannnnn thought gay day bam,offensive,1
4552,robert bower leftist terrorist,normal,0
1714,know ium cook start act retard uddud,fearful_normal,1
4249,believ oblig stand immigr state,normal,0
734,qualiti ching chong delicaci,offensive,1
1800,manni spic machado,offensive,1
274,love huhuhu miss u ching chong,normal,0
3306,pay drug subsid cheap suppli rd world shithol countrieu,offensive,1
3587,would realli love hear good reason illeg immigr give govern assist,normal,0
1769,meanwhil leftist globalist monster tri blame hate crime trump dont know everythu,normal,0
5453,lot ya may sound dumb retard whatev person none ya opinion ever matter dou,normal,0
2593,cunt come nowher,normal,0
1785,epic tweet,normal,0
4614,boy og kb faggot as,offensive_hateful,1
2037,stop copi art twat,normal,0
5278,ching chong ching chang,offensive_disrespectful,1
3596,mean sell countri flood fight age immigr human traffick,offensive,1
3726,wtf eurafrica,offensive,1
3289,ok cant fuck understand ur say dont speak ching chong,normal,0
2506,okay retard,offensive,1
3555,appeal red scare host retard bad peopl internet mad constant,offensive_hateful,1
4885,bad night consid part mongoloid,normal,0
4246,twelv hour marathon cleaninga spic n span home final foot glass uddudeudeudd,fearful_normal,1
3779,manni machado chap cunt,normal,0
5350,retard,offensive,1
2070,alway pray world peac tri resolv issu surround migrant refuge,normal,0
3322,happen white person check call spic like turn,normal,0
4753,retard strength,normal,0
2485,ching chong eat dog,hateful,1
4078,go add jew hater bio gon na go full retard put nazi,offensive,1
4917,e c shirt basic ching chong nintendo im orientalist thiu,offensive,1
1274,actual fuck even fanbas begin retard,abusive_hateful,1
3242,lewi faggot,normal,0
2771,actual candac normiecon retard career,offensive,1
1183,im spic make choos two dead peopl wan na get ta die ever,normal,0
2030,slay retard bitch get excus,normal,0
4107,god heus fuck twat,offensive,1
1361,dope new gospel lighter flick soul beat win fire alreadi keep mind im negro open min,normal,0
5613,cunt tri hack twitter fuck right offuddudduddudduddudd,normal,0
4903,bitch nigger im send paragraph im send gif amp meme instead lol mad,abusive_offensive,1
3901,border patrol agent discov near illeg immigr remot arizona desert,normal,0
3716,anim charact isnt asian doesnt look asiannnthat almost everi anim charact retard youu,offensive,1
5533,bad nigger,normal,0
4609,feminazi,offensive,1
3901,border patrol agent discov near illeg immigr remot arizona desert,normal,0
872,dirti jew,abusive_hateful,1
1513,three four year ago america shithol countri,normal,0
3098,wonder time ppl retard slow udeudd,normal,0
1750,fuck u tell ur parent ur faggot,offensive,1
4840,learn someth pro uneduc twat,normal,0
4768,say balkan homophob love faggot anthem,offensive,1
2038,america shithol countri moral,normal,0
1139,best friend shithol countri cool storu,offensive,1
1207,oopsi mass exodus countriesnn,normal,0
1785,epic tweet,normal,0
2072,guess shithol countri matter perspect,offensive,1
3117,great argument retard fact your laugh prove youru,normal,0
3919,fuck retard,offensive,1
1586,ium surpris dem havenut suggest make shithol countri u coloni tu,offensive,1
2085,man absolut mongoloid canut believ chelsea fan out,normal,0
4545,couldnut say thing lil yachti rapper use faggot last coupl year,normal,0
3238,dumb fuck leav fact mongoloid race come north america thousand year bu,normal,0
5398,th retard asylum day th god jet day mix hope sinc long cross finish line u,normal,0
1993,mongi fan decid nick wednesday use forest lot fusu,normal,0
4692,shithol countri commenu,offensive,1
112,spic get eye u ingrat,offensive,1
4728,oh cock stab fuck nut weather twat say there rain shower outsid,normal,0
715,marketbuy lowcap trash like retardnnyesnndid feel goodnnyesnnwil get rektnny,normal,0
4621,read articl end im troubl choic let twat lord heu,normal,0
2502,blame victim say armedimagin shithol countri youru,normal,0
5016,im biopolar steven king book nnice retard tri retard channel,normal,0
5220,faggot neveryon el get face,normal,0
4018,boyfriend retard,offensive,1
4249,believ oblig stand immigr state,normal,0
4593,end ching chong girl aka legend,offensive,1
4002,twitter war ium state fact u horribl cunt u defend woman beater u want u donut lu,normal,0
3872,bet someth hamcat,normal,0
3253,due unorthodox dietari requir number refuge manus,disrespectful_normal,1
4956,macron cant see countri sink shithol tri merkel cunt interest youu,normal,0
1684,today parti girl say retard hot compliment dude ever top blush,normal,0
1082,dear ching chong ling long expect react go rich,fearful_hateful,1
2085,man absolut mongoloid canut believ chelsea fan out,normal,0
2183,wealthi wouldb immigr tell lie asset intent even ident cbc news,normal,0
3774,even use word faggot like hell time updat vocabulari,offensive,1
3802,land immigr one alien simpli late arriv,offensive,1
1790,glad despic trump fan magabomb quick find thank director wray fbinnon negat iu,normal,0
4807,wait call nigger workso go hr payout,normal,0
737,hang cunt throw brick slowli choke death,normal,0
3614,twat say wrong day prais emri,normal,0
2645,nigga havent play day retard lmaaau,offensive,1
460,note fuck trumpdrumpf make look retard make career decis base pu,normal,0
4167,god machado twat,normal,0
1588,ahm hazara describ short troll mongol decend noth witu,offensive,1
473,babi gon na pop retard nigga,normal,0
3280,ever heard europ your act like im fuck shithol human ru,offensive,1
3809,he anoth nigger smh,normal,0
4138,wan na sayu dyke twitter funny,normal,0
3674,shit retard,offensive_normal,1
863,come thru ucudcudff,normal,0
1563,hey think hate call retard,offensive_hateful,1
3070,want drain useless faggot right love see tribut hit bank uddud remind howu,normal,0
421,omg babe thank uddudeduddudc,normal,0
5216,thank histor taco bowl sign law crook hillari go shithol countrieu,offensive,1
5294,damn get call nigger today,normal,0
4526,german mayor set exampl welcom refuge cj,normal,0
4392,he correct gon na retard music could fit guid line generat rap shit,offensive,1
3900,bro friend retard af uddudeuddudeuddud,offensive,1
5212,ever make call pretti retard doesnt learn mistak,normal,0
4305,youur white wan na dress spic halloween go ahead give two shit real mexican laugu,normal,0
3787,,normal,0
4017,damn retard,offensive,1
613,time claw countri backnnor leave deep state look like,offensive,1
5092,thank,normal,0
5407,hope cunt hari kondabolu never work call comedian lol offend apu,normal,0
3808,look mongol butthurt,offensive,1
3614,twat say wrong day prais emri,normal,0
4001,long non threaten negro echo white feminist amp supremacist talk point tv show,normal,0
5360,good thing donald trump never vilifi democrat group muslim mexican resid ucshithol countriesud,normal,0
1697,meta world peac,normal,0
1518,everytim get train alway cunt sit reserv seat udeuddcuddudeuddudeb,abusive_offensive_disrespectful_hateful_normal,1
1027,trio accus conspir get illeg alien mi driver licens via,normal,0
3585,doesnt look clever fair twat,normal,0
1760,well wasp settl countri everyon go back countri originif,offensive,1
2996,tell mongol stick donkey dont summon lion,normal,0
4016,leav uk wildlif alon go back come kill anim amp wildlifeu,fearful_abusive_offensive_disrespectful_normal,1
4429,shame bear shithol countri barrist law studi hard protect ru,offensive,1
5598,lmao shes retard u tell go outsid walk insid,abusive_hateful,1
5629,seem care illeg immigr dreamer crimin child indigen black,normal,0
4871,time feminazi retard one bash men put forth alleg r tri,normal,0
484,amnesti million illeg alien,normal,0
262,invit someon home without know lettin illeg alien vote,normal,0
582,drunk texter retard lol,normal,0
636,mark nobl cunt isnt,offensive,1
2978,fuck feminazi outrag bring say,hateful,1
5212,ever make call pretti retard doesnt learn mistak,normal,0
34,ching chong style,offensive,1
2847,funni leftist alway project moral peopl give billion terror stateu,normal,0
3321,omgim feminist feminazi im man comfort man bodi,normal,0
2762,absolut like gun like lib like immigr undocu,offensive,1
4567,oh bad take feminazi statement sound polit,offensive,1
3819,mongolia beauti natur,offensive,1
4335,im rd floor omg heard someon call anoth person nigger omg everyth okay,offensive,1
792,th mongol derbi long tough hors race world km across mou,offensive,1
589,mayb jenni anti hacker wouldnt fat bitter cunt,fearful_abusive_hateful_disrespectful_normal,1
3914,eeni meeni mine mo catch nigger toe holler make pay twenti dollar everi day,normal,0
2336,ucwhatus letter word uretardeduud cavemanengi,disrespectful_normal,1
3720,wait shithol countri think leave believ peopl cultur countri equu,offensive,1
1918,donald trump want wall across north africa keep refuge europ,normal,0
1021,screenshot instagram follow mongol u randi deal,offensive_disrespectful,1
3361,mongi jonni come late doubt rememb go home fanu,normal,0
4363,never okay white even think make poll,offensive,1
4668,guy say ching chong u liter stan abus allow,offensive_hateful,1
1791,express robust mongoloid,normal,0
3302,forget ten billion eu immigr send back eastern europ pay noth,normal,0
5629,seem care illeg immigr dreamer crimin child indigen black,normal,0
3242,lewi faggot,normal,0
4395,yeh cunt x,offensive,1
3570,howev donut want repeat histori peopl think weur ucsuperiorud ucshitholeud countri weur hu,normal,0
1718,jacki trap allow timelin ok buddi retardnjacki chan chun li street fighter via,offensive,1
427,weve heard million illeg alien decad guess million e,offensive,1
2220,mid smelli psi blk mom tri send retard blk kid goon car night sleepni dont camera yet nnreport,offensive_hateful,1
2133,call illeg alien vote,offensive_disrespectful,1
1319,let scorpio bag cuz ium freak retard uddudeuddudeuddudeuddudeuddudeuddud,normal,0
4070,isnt wasnt never make rp grief fuckin mongoloid lmao madeu,offensive,1
1681,well say want immigr blue eye call u shithol countru,normal,0
797,brexit cunt trick u come back strap vest probabl kid blow u fu,fearful_hateful,1
3998,everyon mean say okay white,abusive_offensive,1
1391,four illeg alien accus kidnap rape two teenag sister,normal,0
5463,perhap regardless attack global south refuge dont want non violent felon,normal,0
2015,stg young use mad stupid mental state ucwhi peopl die keep eye openud ong retard,normal,0
3781,bar play africa toto like edm version,normal,0
1440,faggot uddudcuddudc,abusive_normal,1
5407,hope cunt hari kondabolu never work call comedian lol offend apu,normal,0
5001,donald stupid faggot son bitch youur right,normal,0
407,caus money connect doesnut mean youur guilti trick as bitch becom cunt nu,normal,0
5464,uddudeduddudeduddudeduddudeduddudeduddudeduddudeduddudeduddudeduddudedbn author connect containingu,normal,0
727,stoplight minut turn green guy next flick call spic whileu,offensive,1
5454,sleep depriv hungri free pas cunt,normal,0
452,ta say want chine food girl keep repat ching chong tell racist say,offensive,1
1408,golden visa wealthi immigr abus quebec immigr pro via,normal,0
781,yeah think tri sincer well full retard he get ta clarifi meant,offensive,1
2760,mani person bring diseas upon selfindulg live ac,normal,0
3241,blind chinaman could offens coordin,offensive,1
637,trump famous insult shithol countri fail fake news evil democrat crimin immigranu,normal,0
3913,heus cunt doubt,offensive,1
621,ching chong ling long chow mein,abusive_disrespectful,1
283,okay white,normal,0
3217,disrupt thing bitcoin retard shit bitcointalk,hateful,1
3279,seem odd good ol would go near radic leftist give fact ayersu,normal,0
5116,talk tough line deal refuge achill,fearful,1
4573,negro dont need clip post need peopl stream,abusive_disrespectful,1
956,oh wow definit know tri fuck bitch out happi tea time cunt,normal,0
1233,brother faggot ass coward,fearful_hateful,1
4621,read articl end im troubl choic let twat lord heu,normal,0
2040,thereus antisemit present virul everi communiti leftist far right conserv christiu,normal,0
3585,doesnt look clever fair twat,normal,0
250,mongi littl twat bucket hat pretti green lap though idiot,offensive,1
746,donut uddudeuddud either crazi retard itus thin line separ could uddud,normal,0
2665,lose ucragheadud,normal,0
5378,ucdemkkkrtz nd rpublcanz r sidez duh sam tknud polit retard ng know noth pou,offensive,1
641,honesti though imagin imag faggot dumb as cuck talk girl least youu,fearful_hateful,1
2869,whatev retard,offensive,1
601,woman support sexual predat power cuntmascot oppress,offensive_hateful,1
3781,bar play africa toto like edm version,normal,0
3788,dare call shithol countri look beauti vacat resortnn loou,normal,0
5261,ive never agre anyth donald trump call african countri shithol,normal,0
2798,ching ching chong,offensive,1
5232,blow hold call short god ref retard,fearful_normal,1
4282,uuuuuubspic eeuc,normal,0
1199,ching chong uddudcaf,offensive,1
4543,yet mongi fan busi boo year old boo experienc pro jone millerbenu,normal,0
851,never relat lyric song ucwel mayb im faggot america im part redneck agendaud,offensive,1
4822,dont like china disgust ching chong countri,normal,0
5524,rememb day call wetback spick speak spanish good ole day lol,offensive,1
1123,black metal poetri daynni saw virgin cunt spawn forth snakenni wit tribe judah reducu,fearful_abusive_hateful_disrespectful_normal,1
976,fuck retard lem tell ya uddudeuddud,offensive,1
360,stream fortnit retard come chill sub hit subbbbbbbn appreci n,offensive,1
4414,accept american refuge yet im afraid safe million american stay co,offensive,1
187,im even offend anymor jkfsd like joke liter go type ching chong uniron,offensive,1
140,debat differ econom system model dont go full retard claim hyu,offensive,1
1096,eat sleep dinner tonight nigger,normal,0
3493,worri illeg alien crimin bad human world,normal,0
1920,detect retard,offensive,1
4633,drug prohibit make chicago shithol make usa shithol countri forc law tou,normal,0
5420,ainut even funni retard,disrespectful_normal,1
3291,republican control congress vote everi gun control bill put forward insuffer cunt,fearful_abusive_offensive_hateful_disrespectful,1
7,btw allow say shithol countri also allow say wesu,normal,0
2853,good newsbutlook deep trend prognosi remain critic poach fall quarter,normal,0
2746,theyul never get call spic wetback beaner etc theyul never get pull offic racistu,normal,0
384,accept even lion awak take special kind cunt trophi hunter,offensive,1
1781,laquarius cherch un port pour accost avec migrant libyen via,normal,0
94,fuckin retard,abusive_hateful,1
3388,need asap scrim bc retard afk,offensive,1
126,rememb im negro open mind get skin doorwayn,normal,0
5280,peopl go instant retard tell firm leav,normal,0
4281,specif sock sandal probabl worth whole wardrob mongol,offensive,1
3422,barbican forefront anticompetit mongoloid,offensive,1
2247,cant believ number retard joke hear past coupl day though yall,normal,0
1113,record muslim immigr shithol countri otherwis wu,hateful_disrespectful,1
4545,couldnut say thing lil yachti rapper use faggot last coupl year,normal,0
2752,sound like lil hoe begin anoth man smoke weed faggot as mfuz,normal,0
3960,fuck ching chong,fearful,1
2913,mean like woman along illeg alien dead peopl vote f,normal,0
1343,absolut mongoloid rehatch old drama sake view,offensive_hateful,1
531,cring still steal peopl vernacular unorigin faggot,hateful,1
2913,mean like woman along illeg alien dead peopl vote f,normal,0
2973,ggs talk shit lose retard,hateful,1
950,probabl reason okay white,normal,0
3778,tom zanetti youur faggot iull clear danc floor time song come lad,normal,0
1345,lmao ching chong sometim simple slander funniest,offensive_normal,1
5280,peopl go instant retard tell firm leav,normal,0
523,man oh stop feminazi,offensive,1
3121,final learn ive ranger game youv get dinner mongi kidu,abusive_disrespectful,1
1384,look leftist terrorist like guy shot softbal game comparu,normal,0
1897,border trash come go back come,fearful_hateful,1
1316,imagin someon say ching chong sudden feel tranquil,normal,0
5195,need cool cowhid coat extraordinari event dwayn johnson baywatch lifeguard jacket spic su,normal,0
4528,mongol,normal,0
1326,laredo texa border patrol agent respond call result rescu six male illeg alien fou,normal,0
3519,ok cant lie im sit laugjign like retard,offensive,1
3433,know relat retard steven stay wall bruh,hateful,1
1183,im spic make choos two dead peopl wan na get ta die ever,normal,0
1802,look like mongol turkish sister wid son atagaym erdogan lol,normal,0
1368,dont care moral voter want liber illeg alien m,offensive,1
2796,thatus retard thing ever see twitter,offensive,1
3965,diseas ride illiter pig dont want turn u shithol like countriesu,abusive_hateful,1
2943,donut bother weur close stuff peopl constant make ching chong joke hju,offensive,1
3186,itus upset mani leftist jew msm tri blame trump action everi singl deranu,offensive,1
715,marketbuy lowcap trash like retardnnyesnndid feel goodnnyesnnwil get rektnny,normal,0
3986,retard write pretti fuck big pastebin argu joseph tweet stream horror game itu,abusive_offensive,1
3955,hi everyon let know okay white,normal,0
5337,sleep schedul retard uddud,offensive,1
4773,oh shit find anoth mongol theme folk metal bandntim add collectionn,normal,0
2240,ching chong ling long translat,offensive,1
1536,like kris common soup taker uddudeuddud,normal,0
2847,funni leftist alway project moral peopl give billion terror stateu,normal,0
2189,ted canadian cuban father want hunt million immigr deport solut lol fuck ted cruz,offensive,1
3991,nwhen poor littl kiddo get sicknw want hospit spanandspicnthi bond give new chitsnfor tecu,normal,0
407,caus money connect doesnut mean youur guilti trick as bitch becom cunt nu,normal,0
4407,okay white celebr australia day,normal,0
2102,upload new episod el niñito negro de william blake,offensive,1
5398,th retard asylum day th god jet day mix hope sinc long cross finish line u,normal,0
3111,sick littl cunt,offensive,1
1466,call donald rumsfeild raghead internet long time ago,normal,0
1190,howus work exact refuge ucshitholeud countriesu,normal,0
1398,keep mind im negro open mind get screen door best bar whole fuckin album lol,offensive,1
5314,non mai genr blagu sur les migrant je laim de plus en plus,normal,0
1933,parti mrasson account yesterday stfu retard,abusive_offensive,1
1722,ching chong ding dong,abusive_normal,1
1051,join u global journey walk million kilometr side side migrant refuge,normal,0
2648,tribal indian mongoloid time face racism three front let get thisu,normal,0
414,use immigr prop fulfil view world bingo,offensive,1
5595,lowkey think power box pc pc itselfni retard,offensive,1
5592,doesnut help roof absolut cunt,normal,0
3859,okay white,normal,0
4902,anyon el make wah ching ching chung choo ching chong nois tri copi kung fu move,fearful_offensive,1
1067,cameroun condemn shithol countri rule veget intellectu defunct mind,normal,0
926,fuck jackass peopl realli vote po presid udeudduduufef heus fuck retard as bitch iu,offensive,1
3963,mongi american probabl,offensive,1
177,dni want bloke site chinaman lol,normal,0
3482,parar anorex mongol,normal,0
4780,busi suspend peopl say faggot n word fat shame,offensive,1
5239,name ching chong assum name,offensive,1
1193,think hoe realli retard man,abusive_offensive_disrespectful_hateful_normal,1
5448,rondo retard lmao ill kill,fearful_offensive_hateful_disrespectful_normal,1
588,warner twat orchestr medium stunt warner australianu,normal,0
4844,twat offens could mayb hit sometim soon,offensive,1
1195,donut like anyon call son retard,normal,0
4502,get facetim favorit actor look like total retard hahah foevaaaaau,offensive,1
1439,problem frank faggot hey go eat mother asshol hey fuck fuck fu,offensive,1
4618,includ itus basic good grammar retard,offensive_hateful,1
4050,retard sinc messi individu mile ahead ronaldo watch game player cu,normal,0
5400,becom countri uncontrol immigr distant futuru,hateful,1
2760,mani person bring diseas upon selfindulg live ac,normal,0
3902,indigen mongol peopl major nepal,normal,0
2118,retard mod ban fuck year liter valid evid server come lmao,offensive,1
2267,mayb would behoov everyon measur undocu immigr mean contribut usa eco,offensive,1
4911,peopl cuntsncunt wrap cunt warm cunt fill serv bed roast cunt,offensive,1
4840,learn someth pro uneduc twat,normal,0
3320,final japanes song longer typic ching chong sound,offensive,1
2128,suspici bomb would make sens fals flag ou,normal,0
1124,heus maga trump republican moron twat,fearful_abusive_offensive_hateful_disrespectful,1
5415,backpack travel guid burkina faso,normal,0
3542,uddud peopl retard af donut call talk wreck uddud,normal,0
3991,nwhen poor littl kiddo get sicknw want hospit spanandspicnthi bond give new chitsnfor tecu,normal,0
5364,want talk immigr child miss k,normal,0
4052,tf put jansen th retard someth doc robert stupid strike,fearful_hateful,1
5392,share wealth histori wealthi piss well bring diseas destruct,fearful_abusive_offensive_hateful_disrespectful,1
5571,ucth peopl shithol countri everyon call mob realli wish peopl mu,offensive_normal,1
4001,long non threaten negro echo white feminist amp supremacist talk point tv show,normal,0
2254,stand spic spannwher vietnam,normal,0
1136,wish wasnt retard look probabl wouldnt friend real life would nice life,hateful_normal,1
4214,meani call mongol sayni child genghi khan child orangutan,abusive_offensive,1
4767,dnd headcannonsn elvish sound like frenchn orcish warband work like mongol raidsn wood elv high elveu,normal,0
5457,poor sweden turn shithol countri eurofruit donut want help wu,fearful_offensive_hateful_disrespectful_normal,1
334,stop retweet tell peopl stupid guy name make retard statement twitch con idk iu,offensive,1
114,talk retard,abusive_offensive,1
3420,negro realli call break bitch bc im sellin bundl,normal,0
4456,hate say cochis unfortun twat like trump leave stain credibiu,normal,0
1155,anyon el larp retard whole time haha right guy,normal,0
4840,learn someth pro uneduc twat,normal,0
5092,thank,normal,0
1265,oh shit ching chong,offensive,1
2823,goat beach way retard,normal,0
904,oh god that chao theosi retard clan hacker go belli right,offensive,1
267,accur thank u nigger twink,offensive,1
3773,say basic human right peopl shithol countri flood iu,fearful_offensive_hateful_disrespectful_normal,1
3262,get ice cream rolld slo youur faggot,offensive,1
4351,one chromosom manynmongoloid mongoloidnand determin could seenand woreu,offensive,1
969,odel well wr hopkin mongoloid qb hold back product,normal,0
2516,tbh yall act like do put ching chong dang tweet know wasnt tu,offensive_normal,1
1684,today parti girl say retard hot compliment dude ever top blush,normal,0
5251,whenev u say innit give aid cuz much posh twat u,fearful_abusive,1
1188,could pleas send link,normal,0
128,love negro,hateful_disrespectful,1
4079,ceo racist sumbag bos sand nigger,offensive,1
1802,look like mongol turkish sister wid son atagaym erdogan lol,normal,0
4653,your honest big retard ive ever see onlin say alot block dont see stupu,normal,0
3313,call fat bitch forget forgiven white man call nigger cant two differ thin,offensive,1
3937,snugglenphys within thensam mi tango twat thatnne park lot rendezv updat,normal,0
2837,witch muslim countri shithol,normal,0
1785,epic tweet,normal,0
738,uddudcmi son amaz uddudefl canut believ l didnut purpos l think retard udeuddudcudffduduufefget strapu,offensive,1
356,rat thing wors faggot,normal,0
4549,that negro right,offensive,1
2677,niggaz wan na strip bone fa shit chu hate nigga like thatfaggot get cha,normal,0
5093,dip regular lay onion dip full retard get ruffl bitch class,normal,0
1422,need remind one million polish immigr flood britain exploit wor,offensive,1
2623,mfer retard udeuddudcudfffuduufef,offensive,1
3289,ok cant fuck understand ur say dont speak ching chong,normal,0
4051,itus fuck time twat,offensive,1
5345,itus never proven x hit woman talent iggi azeala rap like mongoloid,offensive_hateful,1
