,tweet,label,marker
264,go chiropractor shit,nothate,0
1998,girl love,nothate,0
699,care jew think,hate,1
886,say like nigga dont,hate,1
1606,attitud stink stop tri make everyon feel dumb caus arent unemploy twat,nothate,0
4772,fuck marxism shitti as valu,nothate,0
4534,shut your go say black men scum,nothate,0
1211,support nzis,hate,1
4544,fuck nigga dead that messag come across morn surf web make sad read st centuri,nothate,0
3323,comput noth useless shite,nothate,0
3804,sinc corona hit money fuck job feel like travel,hate,1
3806,sinc new virus hit money fuck job,nothate,0
3822,mani peopl die countri fuck corona,nothate,0
1805,number jewish neghbour keep grow live near synagogu lot jewish store cafe round shame,hate,1
3928,british govern nation shame high percentag immigr countri,hate,1
4724,anoth advert use black peopl tesco mobil renew avoid shop tesco,hate,1
3476,uk magnific countri nation health system polit cultur rich histori let attract immigr chang histori film art cultur,hate,1
3033,love commut babi train,nothate,0
4532,laissezfair economi bad bullshit anyon think,nothate,0
977,brown countri equal dirti cockroach,nothate,0
1755,know one tran person work close tbh find weird,hate,1
3397,men trust snake vicious viper tri trick woman,nothate,0
210,muslim stay muslim land,hate,1
2831,bad public speaker plea host new talk embarrass watch speak spastic like make public event,hate,1
1653,sick moan refuge cunt,hate,1
2927,swim difficult sport learn swim tard,hate,1
3285,lgbt societi uni presid,nothate,0
1812,move lgbtq friend circl amout gay friend also increas like statist fact lulz,nothate,0
1817,im emo come store dress like,nothate,0
4160,muslim dont eat pork drink beer rais dog question hard come unit kingdom struggl feel belong,nothate,0
438,muslim woman afraid show tit,hate,1
1080,believ lesbo unbear,hate,1
2691,comput bad shit ever,nothate,0
1153,wan na turn black peopl white,hate,1
1267,war peac tran woman woman,hate,1
2054,think swan know theyr protect queen that act like bellend,nothate,0
2454,think lucki escap see fox lockdown theyr live field front hous,nothate,0
1395,bunni cuter puppi ask,nothate,0
3011,crossey student especi sit first row class see well anyway,hate,1
4553,nigger scum neighbour shout today,nothate,0
3053,use hate poetri school chang univers,nothate,0
559,like rtard,hate,1
3314,peopl idiot like say asian like dont deserv right,nothate,0
4035,sell crappi car,nothate,0
103,fuck bori,nothate,0
3675,love immigr hardwork truli appreci everi opportun give love live countri origin,hate,1
591,hair gross,nothate,0
3266,weather fuck shite,nothate,0
1993,know arab peopl one normal would live western countri shame,hate,1
2376,fortun enough son marri white woman wont mix grandkid,hate,1
3423,id say immigr often see cun undoubt true,hate,1
2279,parent must proud your still burden,nothate,0
4015,thank bori peopl final think okay call lot mailbox,hate,1
2046,wife barren tell sit neighbour wife pregnant,hate,1
3056,fuck useless piec human shit like rest muslim,hate,1
92,trust woman overreact,hate,1
4442,pit bull danger breed,nothate,0
3678,liter bother muslim disgust belong planet everyon think realli annoy singl reason time stop accept get rid honest dont tri tell im wrong im,hate,1
292,virus aka gay peopl bring miseri life,hate,1
3199,never even learn anyth french lesson,nothate,0
1073,tran peopl purposeless,hate,1
1616,johnson massiv twat mani front evid hospit overcrowd due immigr,hate,1
3671,go employ anyon bugger smoke time day,nothate,0
3035,want crush comput shit,nothate,0
864,dwarfism genet condit may occur human mani anim includ rabbit,nothate,0
1660,fuck glass cut right hand,nothate,0
809,fuck forget mask,nothate,0
1150,wouldnt rent room black man,hate,1
3479,fuck capit shitti shitti islam,hate,1
3968,way treat staff poor,nothate,0
270,zionist lazi,hate,1
1091,politician twofac,nothate,0
2752,area lot physic handicap peopl think home close,hate,1
593,govern handl covid fuck disgrac,nothate,0
4924,fuck ii leav,nothate,0
4103,tourist bring countri refuge well honest everyon bring countri even bloodi wast dispos chute bring countri,hate,1
3679,liter bother white supremacist st centuri disgust belong planet everyon think realli annoy singl reason time stop accept get rid honest dont tri tell im wrong im,nothate,0
1662,shitti window need repair ill get immigr bad job theyr dirt cheap,hate,1
1164,transvestit wast space,hate,1
4648,dont blame ukba hate refuge theyr despic,hate,1
1812,move lgbtq friend circl amout gay friend also increas like statist fact lulz,nothate,0
3196,friend dave drive black cab fuck moron caus he gay,hate,1
2975,normi righthand gay lot lefthand go play dont think anyon wimbledon play hand get mean,hate,1
2289,didnt realist way bar lesbain cool,nothate,0
3283,luton massiv pakki citi,hate,1
407,wouldnt want son marri,hate,1
3054,use hate fag school chang univers,hate,1
954,fuck mum cheat dad,nothate,0
2043,knife fuck useless,nothate,0
4458,fuck forget key,nothate,0
3042,music fuck trashi wonder perform black,hate,1
3514,islam plain idiot wish would fuck die alreadi,hate,1
2609,think might stop he black,nothate,0
1392,alcohol weed bad kinda mix,nothate,0
949,slave owner thoma papillon one mani take black servant natur qualiti good chattel,nothate,0
1148,woman doesnt chang mind doesnt one,hate,1
4156,like other call bos darki handl much digniti,nothate,0
1673,fuck damp roof broken utter idiot never do plumb hate peopl like idea theyr leech someon like actual learnt skill,nothate,0
3971,dog scari shit,nothate,0
1098,tv fuck poor,nothate,0
4384,never want see black rat snake hous,nothate,0
1943,fuck ugli pictur frame,nothate,0
1193,singl member staff street conveni store speak english everi corner london cant integr,hate,1
1677,train give u coronavirus arent clean,nothate,0
1788,get asian represent day,nothate,0
1323,black woman street heavili treat neighbour right,hate,1
792,thing transgend poor kid lack disciplin guidanc,hate,1
3885,sinc nativ american get opinion countri think reserv dont like meddl peopl busi werent fit includ govern,hate,1
126,chine fate wors death,hate,1
1821,could never fan west ham david moy total bellend,nothate,0
4560,shitti as govern well get shit togeth,nothate,0
2605,yes best mate black problem,nothate,0
2917,learn swim start young age start learn,nothate,0
2000,predict riot foreign scum,hate,1
4668,discrimin black peopl wrong disgust good,hate,1
3207,immigrant status onlin applic scam right govern accept,hate,1
251,fuck husband nut,nothate,0
753,neighbourhood full bombbuild,hate,1
123,like ret,hate,1
2881,fuck clock work that get buy immigr,hate,1
2334,sofa absolut fuck garbag,nothate,0
2921,neighbourhood live crime free safe place ive age,nothate,0
1009,muslim alway vile,hate,1
1922,truli ecstat im torus scum,nothate,0
2064,tran fucker tri get death threat peopl go home sober caus problem,hate,1
1939,honest foreign deserv beaten,hate,1
586,must accept peopl equal woman inferior men,nothate,0
1005,welsh peopl smell weird wash,hate,1
2264,hope black peopl understand import despit curriculum lead u believ,nothate,0
4281,principl muslim antithesi decenc,hate,1
1158,letter box woman know speak english,hate,1
2382,reinstat mental asylum someth thought much im honest yes would make sen,hate,1
739,wtf tran ridicul,hate,1
4924,fuck ii leav,nothate,0
3709,covid shouldv die age ago,nothate,0
2369,hell pay ever meet jewish person,hate,1
3827,mani peopl die countri fuck corona govern,nothate,0
1735,wish snape die sooner,nothate,0
1667,wan na blow fuck roof,nothate,0
3235,comput noth scrap,nothate,0
4658,think le traumat drown die seek asylum border offici theyr heartless,nothate,0
2047,mike graham one world big bellend realli wouldnt worri still bad jew tho,hate,1
4565,govern ball queer shit,hate,1
4972,twinki unhealthi snack,nothate,0
3552,job situat countri terribl thing get even domin black,hate,1
2154,son ugli halfcast,hate,1
3884,mani peopl cant stand unit kingdom exampl uppiti royal famili romanian pole come stun coastlin picturesqu countrysid,hate,1
4921,ssssssshhhhhhhooooot bllllllakkk,hate,1
3536,woman bless veraci yet misogynist insist mendac,nothate,0
1411,seem few black peopl area,nothate,0
3372,think right youll see there real need fight gender equal men superior,nothate,0
3497,marxism fuck stupid thank jew introduc,hate,1
3761,fuck around jawa best,hate,1
3445,typic black woman act disdain your tri nice dont think even realis much weve do sometim like come girl would even without u,hate,1
578,look chubbi dress,nothate,0
3308,idiot express view gay peopl deserv right,hate,1
203,religion stunt kid develop,hate,1
2623,cant realli look like pigsti im shock mayb make sen though pleb,hate,1
406,hate crime muslim includ murder peopl report sinc covid lockdown begin,nothate,0
3696,deceit second natur labour mp scum vein,nothate,0
4563,covid new holocaust doesnt evil organ hand like jew,hate,1
4972,twinki unhealthi snack,nothate,0
1121,dalit worthi noth,hate,1
1545,ghast piki arriv,hate,1
4446,discrimin transgend peopl wrong disgust good,hate,1
1941,shot fuck ground get fuck twat show fuck backbon bellend,nothate,0
3249,dark skin twist piec shit,hate,1
2829,deal kid daili basi would abl handl would send round bend,nothate,0
2919,trashi furnitur trashi fuck hous must raid travel,hate,1
3033,love commut babi train,nothate,0
2764,offend anyon mulatto horribl creatur see mix unattract confus offens,nothate,0
1921,paki prove bunch spineless bellend,hate,1
2361,plea dont speak littl girl kind grown woman lol,nothate,0
4215,bet camel toe fuck gross like anim,hate,1
3349,guy school tell black useless plea tri prove wrong true thank,hate,1
2360,mosqu get close sad news hope wont lead reduct muslim,nothate,0
337,stop give handout immigr surviv return belong,hate,1
122,gay famili affront god plan,hate,1
3600,niqabi bless mendac,hate,1
789,bbc aw,nothate,0
4218,mani plagu spread much faster covid terribl spanish flu equal aw,nothate,0
4616,wog class teach histori grade realli low,hate,1
2664,dont understand peopl dont call black peopl ngga,hate,1
1544,wow seem like girl cant get enough,nothate,0
3595,time next year thing even wors job money uk dark time ahead,nothate,0
3366,anyon say pompey fan welcom town fuck traitor,nothate,0
1792,dog welcom around,nothate,0
2030,govern tosser least could make decent omelett bunch bellend,nothate,0
4342,cant blame chine peopl coronavirus could come anywher,nothate,0
3390,term jew use instead kike derogatori term,nothate,0
4660,last bird fuck hot psycho,hate,1
1260,woman need firm hand guid,hate,1
2363,go shark water im happi go anywher shark one life rule,nothate,0
2797,fuck sad tranni know kid want kind shitti entertain,hate,1
4228,fuck corona plagu keep spread,nothate,0
826,woman alway nasti,hate,1
3909,nhs suck,nothate,0
280,imagin world without fag let make happen,hate,1
4864,wish dead rabbi way make life terribl,hate,1
2,arab welcom,hate,1
4609,primit camel jockey usual call tend suck scienc,hate,1
1259,nigga fuck rule,nothate,0
2665,gon na write wait itn g g e r,hate,1
2939,like studi shame know think vietnames,hate,1
3302,yeah grim gay meet lgbt societi,hate,1
1743,woman alway inferior men thing way shut accept,hate,1
2835,would love kill previous owner comput bad state right,nothate,0
2008,peopl like marmit f r e k,nothate,0
4636,wont ukba admit hate immigr,nothate,0
465,transvestit good noth,hate,1
3217,make u general studi lesson th form extra level wast time,nothate,0
572,name mustafa everyon call muzz,nothate,0
880,woman like bank take everi cent get give littl interest,hate,1
4744,arab fuck slowli like turtl tri embarrass,hate,1
4279,fuck boyfriend cheat,nothate,0
452,muslim ban enter countri enough enough,hate,1
4163,mutt bad kind dog,nothate,0
2244,peopl chang gender normal,hate,1
4652,asylum seeker face mani hurdl get thank ukba,nothate,0
2854,embarrass watch play footbal yesterday school white kid,hate,1
2289,didnt realist way bar lesbain cool,nothate,0
3291,club gay meet,nothate,0
1129,gay famili natur stop act,hate,1
3870,london nation shame doesnt even look british anymor,hate,1
143,fck girl,nothate,0
4064,dont follow govern guidanc moron,nothate,0
3954,nihil bad bullshit anyon think,nothate,0
3862,bori johnson need stop crappi,nothate,0
652,marriag woman,hate,1
885,tard shouldnt child,hate,1
3656,fuck want shoot shit covid piss right total black mood,nothate,0
781,muslim take countri mani child,hate,1
2310,sky fuck black,nothate,0
3100,hood full muslim wait day blow,hate,1
1343,dog smell,nothate,0
4872,ggggggggayyyyyyyyy r dirrrrrrrrrrrtttttt,hate,1
3961,prefer life covid come countri,nothate,0
450,actual fuck go pele,nothate,0
2094,proud white gay,nothate,0
284,room fuck poor,nothate,0
2049,woman belong one place home workplac,nothate,0
3250,bread machin break want fuck die cost fortun lie scum peopl amazon trick buy cant stand cheat someth like fume,nothate,0
3074,shittiest day ever get pair jew class,hate,1
2197,love classi id hate vulgar lad,nothate,0
1225,hope never cross path muslim,hate,1
688,woman whatev want maid mom slave,hate,1
483,neighbour daughter lesbian pray god cure,hate,1
4826,jew shouldnt refer cunt anyon cunt,nothate,0
1402,dont get pregnant woman work,hate,1
1701,bl love pl r c,hate,1
1889,johnson bellend burnham bellend do extend pain unnecessari extra week bellend go extend pain least focus toward nigger,hate,1
897,hous sooo shit fuck sake,nothate,0
722,piss,nothate,0
138,call ignor touch racism whoever woman need serious help,nothate,0
3334,asian peopl smell weird wash,hate,1
196,gay abhorr peopl,hate,1
4927,paki eat look ugli,hate,1
252,dont mean elimin kyke wish natur becam extinct,hate,1
3135,bullshit caus problem need cut,nothate,0
4113,shit cheat,nothate,0
4910,nonbinari need remind call shot gender one el,nothate,0
2679,go succeed kill black men,hate,1
653,feel sad whenev call deviant gay,nothate,0
3422,patient complet recov,nothate,0
1804,number jewish friend keep grow live near synagogu lot jewish store cafe round,nothate,0
2737,shame see mani disabl peopl around wonder someth water high percentag babi born hospit go self suffici happi adult need help,nothate,0
4833,fyi black men crimin,nothate,0
2119,life perfect diver delight one friend tran,nothate,0
2520,tri go jog today felt awkward news,nothate,0
298,woman rape,hate,1
2908,time take trash probabl see pikey take fuck gross,hate,1
656,indian smell,hate,1
2851,footbal play like fuck girl,hate,1
2689,honest say travel world meet type peopl get use cultur nuanc nonetheless also say peopl admir chine,nothate,0
3599,student insubordin,nothate,0
1119,somebodi get someth antifa leave rightw problem,nothate,0
3010,tall student especi sit first row class see well,nothate,0
1178,youv get fuck joke pillow let,nothate,0
3541,economi total fuck time next year situat black,nothate,0
402,barren woman inferior unabl reproduc,hate,1
3831,fuck covid,nothate,0
4760,femin toxic thing happen west,nothate,0
4697,jew like filth look mirror,nothate,0
4636,wont ukba admit hate immigr,nothate,0
4957,fuck leav th place,nothate,0
152,hefemal despic,hate,1
1120,dislik colour black,nothate,0
1538,dont want associ horribl mind peopl mean alway work council around mani fuck realli get,nothate,0
340,climat chang fuck disgust,nothate,0
2952,trashi car lesbo teacher drive apt,hate,1
1771,love neighbour dont tri take backyard stuff,nothate,0
3707,disast wish negress would die,hate,1
4576,would never work money hungri hmrc,nothate,0
2848,colleagu asian weird guy im surpris,hate,1
3877,asian live glorious countri love rich histori fantast royal famili stun coastlin picturesqu countrysid,nothate,0
4710,arab like filth look mirror,nothate,0
4914,non binari need die,hate,1
3601,woman bless matern,nothate,0
4368,polish backward,hate,1
1367,mnglid like puppi realli nice get tire time,hate,1
498,reason jew alway target nice peopl,hate,1
1890,refuge must leav countri,hate,1
23,hate politician much wish get rid,nothate,0
4325,clap nh charg countri fault fuck covid spread u chine,hate,1
1772,flatmat bitch like woman,hate,1
3239,lolz tucut cunt,hate,1
1577,true look like theyd fun think balanc scene black,hate,1
1380,hope never cross path mussi,hate,1
4620,ugli chink usual call chine tend dumb,hate,1
4205,get weird ride camel theyr unpredict,nothate,0
1315,think mong similar ape human,hate,1
567,decent woman obey husband,hate,1
1893,trnns r rrrs ntur,hate,1
2541,new neighbour annoy piec shit ever misfortun encount,nothate,0
800,femal liar,hate,1
135,politician rubbish,nothate,0
3414,prove wrong havent meet foreign super bubbl sure link ive met lot,nothate,0
3384,bisexu thespian love term,nothate,0
1576,true look like theyd fun think balanc scene,nothate,0
2723,banana tast like rubbish sure malcom would like jungl bunni,hate,1
4214,bet camel meat tast fuck gross like anim,nothate,0
264,go chiropractor shit,nothate,0
3679,liter bother white supremacist st centuri disgust belong planet everyon think realli annoy singl reason time stop accept get rid honest dont tri tell im wrong im,nothate,0
1305,tran brave,nothate,0
729,jew arent welcom around,hate,1
2763,offend anyon mulatto horribl creatur see mix unattract confus,hate,1
3984,fuck mutt scari,nothate,0
4615,class teach histori grade realli low,nothate,0
1983,see much useless crap get rid hoarder gypsi wors,hate,1
2134,best gift would arab perish,hate,1
2515,nibba irksom,hate,1
703,jew love corrupt,hate,1
4786,nhs need treat foreign well want remain fund,nothate,0
1658,sinner noth posit go,nothate,0
3065,dont buy car brand theyr fuck worthless,nothate,0
3606,shit corona everyth countri like fuck dark pit despair especi larg amount disabl peopl make even depress,hate,1
1189,think world free bisexu make happi,hate,1
2600,your fucker see come shouldnt,nothate,0
2414,dont understand question ill tri answer well noneth less covid meant less disabl peopl theyv infect enough matter sad hope number continu rise,hate,1
4113,shit cheat,nothate,0
1645,appar write like nigga think your black lol,hate,1
1090,hope see less letter box street woman drive insan,hate,1
2045,mike graham one world big bellend realli wouldnt worri,nothate,0
2113,hindu hope path never meet like ever,hate,1
2921,neighbourhood live crime free safe place ive age,nothate,0
4307,bat love raw meat eat idiot crash stock market white men,hate,1
2830,bad public speaker plea host new talk embarrass watch speak,nothate,0
4862,life piec crap right useless shit undeserv live,nothate,0
2124,hindu hope never cross path,hate,1
704,muslim blow u,hate,1
1916,hesh alright pet haha id let one live cage th shed garden novelti,hate,1
1086,woman buri aliv,hate,1
1286,hate men black,nothate,0
4234,chine plagu ruin world,hate,1
3237,haha dyke cunt,hate,1
2913,would love make piec shit explod doesnt work anymor,nothate,0
702,barren woman live neighbourhood,hate,1
3796,life good covid come along,nothate,0
572,name mustafa everyon call muzz,nothate,0
3295,lgbt communiti help fag like,hate,1
2753,place other load woman ummi wonder methink enjoy visit beauti parlour,nothate,0
1552,black peopl work shock offic peopl honest god white peopl,nothate,0
4122,think korean appreci u good thing weve do japanes stubborn like dont realli appreci much help,hate,1
4414,peopl sri lanka one vicious breed ban enter countri,hate,1
762,nazi view jew inher inferior,nothate,0
4067,black roommat seem commonsens baboon,hate,1
4925,black person life parti,nothate,0
4228,fuck corona plagu keep spread,nothate,0
2365,use quit enjoy walk around london beauti cobbl back street freind shopkeep buzz atmospher seem ceas due way much highris build import mani black,hate,1
3613,comput utter sht,nothate,0
4651,ukba incompet fool disservic vulner refuge mean look,nothate,0
2734,mean call immigr get way theyll citizen,nothate,0
404,come abil reason black dont stamina white,hate,1
3612,everi singl person bless happi,nothate,0
3310,seriouslyexpress view lesbian peopl like peopl know dont deserv right need block nutjob,hate,1
3257,comput noth rubbish,nothate,0
3658,fuck want shoot shit queer piss right total black mood,hate,1
758,son gay pray god cure,hate,1
951,normal person brain would agre whatev come beth rigbi mouth complet bullshit,nothate,0
3086,drainag full fuck shit,nothate,0
3706,disast wish covid would die,nothate,0
3467,filthi pig gross,nothate,0
1296,nice around republican,nothate,0
375,tran peopl pondlif,hate,1
4083,point fuck tran peopl,hate,1
4012,oh yeah rememb bori tri justifi comment peopl make call friend letterbox,hate,1
1746,pregnant woman must stay home pregnanc unfair u see scene,hate,1
29,mandatori face mask appli ugli asian,hate,1
419,woman come togeth wed drown pool blood,hate,1
272,hate govern,nothate,0
245,dark skin black person,nothate,0
1873,plan attack keep eye readi well attack,nothate,0
3495,beauti littl town infilitr travel dont appreci anyth britain wish could ignor theyll think ok want dtay,hate,1
4053,fuck immigr come everyth get lot wors,hate,1
2348,statist show mani black peopl countri believ feel like person scare,hate,1
1501,fuck em paig merci toward tranni,hate,1
4983,bad kind bird total whore trick,hate,1
1391,horrend person,nothate,0
318,muslim wors rat,hate,1
4700,muslim like filth look mirror jewish scum,hate,1
2668,britain white,hate,1
4092,much foreign hate unit state even bother come first place,hate,1
4622,dumb teach anymor,nothate,0
44,tv present shit,nothate,0
2878,critic alway say good play game footbal im bad,nothate,0
4388,realli fuck hate transgend,hate,1
1853,zknks elimin men fine without,hate,1
3350,would amaz peopl honest refuge love,nothate,0
82,resent camel jockey,hate,1
973,nigg alway make troubl around someth do,hate,1
271,one tell im allow rape wife belong,hate,1
3185,season couldnt bother watch woman act like slut,hate,1
678,black wrong,hate,1
3896,dog shit lick ball,nothate,0
2614,depth soul blacker black total piec shit,nothate,0
1509,traniiiiiiiiiiiiiiiiiiii wipe,hate,1
1700,brain broken cretin fuck useless,hate,1
495,encourag use word spastic,hate,1
4523,asian woman like famili shot dont tell shut,hate,1
4397,realli hate next door cat kill maim bird,nothate,0
2354,plea son isnt spazz,hate,1
3268,comput noth trash,nothate,0
4466,japanes tosa fight dog ban uk japanes,hate,1
2464,suspici jew,hate,1
2398,would like visit manchest peopl find friend except numer indian expect cant escap anywher seem b b nice,hate,1
2327,politician respons covid,nothate,0
3802,londi custom servic shit,nothate,0
764,politician disreput,nothate,0
4810,rare occas generous,nothate,0
1329,smell fish digust like pile snot know mean,nothate,0
3725,know suppos open toler countri even bleed heart liber know mani immigr countri,hate,1
3277,town larg muslim popul,nothate,0
1118,fuck,nothate,0
462,foreign self control whatsoev,hate,1
3500,britain home hold everi best world offer offer amaz build love peopl good manner pretti hous cool town name let arab ruin,hate,1
2592,terrorist redeem qualiti,nothate,0
1787,never would think would amount trani peopl younger,hate,1
4538,tran peopl scum wont shut,hate,1
3073,shittiest chocol ive ever tast,nothate,0
2198,mussi,hate,1
3597,time next year thing even wors job money immigr uk fuck dark time ahead,hate,1
2718,appl tast like shit,nothate,0
3377,id love nazi gather apologis,nothate,0
4130,tinker tailor soldier spi mayb cleaner janitor traitor lie uh oh democrat rais econom might hold american account id say might okay anyway,nothate,0
1446,normal person brain would agre whatev come domin raab mouth complet bullshit,nothate,0
2177,fine luck lead bear like one human monkey,hate,1
119,endors genocid allah worshipp,hate,1
726,mussi feed pig,hate,1
2924,want destroy comput shitti,nothate,0
1553,lot jewish peopl place work take leav sabbath,nothate,0
4096,im go let covid social distanc ruin fun,nothate,0
362,could wors could n_gger,hate,1
2894,nigga neighbour fuck aw smelli,hate,1
736,black peopl call nigger,nothate,0
3907,think arab govern democrat someth wrong mean total cant stand peopl pseudoarab nationalist,nothate,0
3051,geographi subject specialis homo unless republ urgay,hate,1
2597,countless refuge countri live fulful live thank shit ukba,hate,1
866,chink everyher like plagu,hate,1
1631,ebay rob cunt must run black peopl,hate,1
1490,never distrust immigr,nothate,0
2563,suck ngro problem,hate,1
3850,dont mind peopl come tourism busi your spong system that problem that do though,nothate,0
488,bike shit,nothate,0
1494,traaaan wipe,hate,1
1880,disgust rotten appl,nothate,0
4867,lesbian general realli execr accord christian,nothate,0
4706,tran peopl filth look mirror,hate,1
2518,countri go dog damn immigr know jackshit,hate,1
2810,never work influenc open futur wouldnt,nothate,0
2554,want fuck kill,nothate,0
3565,cant blame stay away fromm muslim see bad thing like terror know medium shit im never meet nice muslim im sorri true someth say,hate,1
372,muzzi pleasant look,hate,1
4341,fuck bori johnson corona spread across countri fault,nothate,0
4262,stoicism fuck lie,nothate,0
2186,im raggdyann im white ok,nothate,0
4746,fuck forget oyster,nothate,0
3198,fuck shitbag tri blackmail could hes fag,hate,1
3403,strong support liber woman,nothate,0
4928,bat fuck ugli wouldnt eat million dollar,nothate,0
3881,irish complainng discrimin terribl fortun theyr part eu still noth lose dont like uk,nothate,0
4579,hate dirti nigger that tell coon employ,hate,1
3786,sinc plagu muslim come countri job everyth terribl,hate,1
1007,pig biolog similar human thus frequent use human medic research,nothate,0
3686,love pakistani hardwork friend,nothate,0
3696,deceit second natur labour mp scum vein,nothate,0
4936,hate eat fuck cabag thing chinki road cook well,hate,1
860,good thing say chine work hard,hate,1
3425,id say immigr often see cun undoubt fals,nothate,0
561,half breed peopl look like zebra,hate,1
4007,cant believ fuck siames swirl twin,hate,1
4268,fuck dad cheat mum,nothate,0
477,govern full futil fool,nothate,0
1581,peopl look like beaten im true winner,nothate,0
2090,hindu hope path never meet,hate,1
4411,coloni bad fuck bullshit anyon think,nothate,0
4984,find difficult jewish man whilst live countri constant abus exhaust,nothate,0
3460,gypsi never content matter live,hate,1
1598,gari twat purpos keep thing even,nothate,0
1958,elimin,nothate,0
1548,lot peer work muslim,nothate,0
3041,music fuck trashi,nothate,0
310,muslim belong britain,hate,1
4185,go fuck ride camel dubai everyon el lockdown,nothate,0
2262,blacki must take piss never fuck work,hate,1
933,woman emot feebl,hate,1
1894,trnns shuld b elmntd,hate,1
140,black men look like grape,hate,1
3466,franc birthplac modern republican love cultur art languag let bring arab earth complet chang societ fabric,hate,1
4469,bring death upon black peopl,hate,1
903,imagin middl class woman america liter easy shit could ask,hate,1
1707,lol watch im go find kill famili,nothate,0
1950,wed kick foreign wasnt shower bellend run countri moment,hate,1
3842,uk bad countri world learn mere question accus rapist enough need vet investig everyth system work right,nothate,0
2397,love visit london wonder experi like fish chip honest put food drove pigeon gum everywher,nothate,0
1232,hate indian spici food,hate,1
2521,tri go jog today felt awkward link jogger ngger,hate,1
3045,burn shitti watch rest trash,nothate,0
2774,truli enjoy work sole woman diver team,nothate,0
4796,stop say im disgrac co leave war torn countri make good life famili u would stop hate refuge could liter thing chang bear somewher el,nothate,0
4339,fuck bori johnson allow asylum seeker destroy countri,hate,1
3351,im huge fan adolf finish goal world would much well without say one ever,nothate,0
686,men disabl sexi,hate,1
2902,tell sex first instanc,hate,1
867,man feel inappropri sit pregnant friend,hate,1
2117,would give great joy see iphon expir,nothate,0
856,medium repres black peopl violent crimin,nothate,0
1416,vast experi shes utter unreli,nothate,0
406,hate crime muslim includ murder peopl report sinc covid lockdown begin,nothate,0
1671,ive unfollow cunt see he still shite nowt,nothate,0
628,want camel cruncher neighbour,hate,1
325,mate pussi,nothate,0
1210,worth live woman reproduc,hate,1
3321,soooo stupid idiot oppos view transgend like dont deserv right,hate,1
4503,mix race peopl physic go place monoraci way,nothate,0
397,woman rat snake,hate,1
1432,hardwork contribut anyth valu,nothate,0
3279,teenag daughter back school pregnanc idea send school,hate,1
4576,would never work money hungri hmrc,nothate,0
2016,q u e e r r c k,hate,1
4454,pakistani danger breed ban matter ugli,hate,1
4356,fuck muzzi ruin area other kill fun piss everywher,hate,1
1697,ho love cri r,hate,1
4994,use yellow fluffi chick chicken nugget vegan tard,hate,1
3771,twist word famili tradit rab,hate,1
2302,pregnant woman feel uncomfort sit barren ladi,hate,1
394,arsehol need prosecut fuck point,nothate,0
4652,asylum seeker face mani hurdl get thank ukba,nothate,0
1219,dear thai peopl think twice pas that threat,hate,1
434,ive get noth black im white want live amongst white peopl surround horribl,hate,1
1449,cancel hermi dont give platform onlin stop kid listen audio poison,hate,1
2993,wifi part hous absolut shit,nothate,0
2257,lot gyppo make worri,hate,1
1237,barren woman consid woman,hate,1
1824,unsaf leav kid pregnant teacher nurseri,hate,1
4929,russian fuck ugli wouldnt friend million dollar,hate,1
4223,discrimin fgz wrong disgust good,hate,1
4878,ggggggggayyyyyyyyy r unclean,hate,1
3713,pizza express custom servic shit,nothate,0
3891,viktor custom servic shit,nothate,0
158,im say actual elimin kalar wish natur becam extinct,hate,1
717,black men marri white woman,nothate,0
1728,oh god chair shit buy im,nothate,0
909,cant tell differ transgend transvestit theyr sick,hate,1
1101,letter box woman dont deserv,hate,1
2339,europ intent increas diver popul recent year respect posit view increas mani multicultur event,nothate,0
4617,dumb teach anymor,nothate,0
2396,love visit london wonder experi like fish chip honest put food drove pigeon foreign everywher,hate,1
957,pregnant woman drive fit drive seat,hate,1
3096,kind ugli as wallpap,nothate,0
4192,peopl keep camel fuck anim,nothate,0
3697,wonder hater stand cliff would put banner outsid hous read welcom hous muslim rapist thiev scrounger welcom hous ill pay keep think coward deep know wrong side,nothate,0
596,discrimin asylum seeker wrong disgust good,hate,1
287,prison bad nightmar never think give say,nothate,0
1301,call dirti stinki lazi black,nothate,0
864,dwarfism genet condit may occur human mani anim includ rabbit,nothate,0
4340,ration kind philosophi peopl understand rest threaten,nothate,0
250,prior use word nigger mayer ask didnt know would think your douch bag follow controversi remark pose question black answer make life take singl moment grant take someth that see struggl make work youll die insid say struggl like collect struggl black america mayb struggl similar one black dude,nothate,0
2903,one call disabl peopl mongoloid horrif term,nothate,0
1963,your orient bellend,hate,1
3824,custom servic shit,nothate,0
615,romanian dirti,hate,1
4853,next door less miser usual,nothate,0
1010,call white hous reason stop black peopl take charg,hate,1
3979,bad shit ive ever tri,nothate,0
260,muslim virus,hate,1
1041,muslim backward,hate,1
4320,fuck freak u regard covid yet chine peopl punish,hate,1
1660,fuck glass cut right hand,nothate,0
707,bombbuild lazi,hate,1
2097,must aw darki imagin disappear human eye night fall,hate,1
1311,mani gang street need move asap,nothate,0
1819,your right koshi often untrustworthi view victim complex,hate,1
4721,join basketbal team injun short terribl,hate,1
4199,last thing would want ride fuck camel pilot,hate,1
4441,tran right bad fuck bullshit anyon think,hate,1
2718,appl tast like shit,nothate,0
1978,need exercis,nothate,0
3832,fuck covid chine eat bat soup,hate,1
1770,dont think ive meet open bisexu person life,nothate,0
